Site,Name,Height (M),Stem Width (mm),# of Leaves,DSV
10,MOFI,0.47,4.66,22,30
10,MOFI,0.43,3.4,10,30
10,MOFI,0.43,2.94,24,30
10,MOFI,0.48,3.96,12,30
10,MOFI,0.43,3.06,12,30
10,MOFI,0.44,3.4,24,30
10,MOFI,0.52,2.26,2,30
10,MOFI,0.54,2.48,16,30
10,MOFI,0.55,4.28,23,30
10,MOFI,0.6,3.68,20,30
10,LEVU,0.53,2.13,13,30
10,LEVU,0.4,1.71,9,30
10,LEVU,0.32,1.64,12,30
10,LEVU,0.52,1.65,11,30
10,LEVU,0.52,1.98,13,30
10,LEVU,0.53,1.99,14,30
10,LEVU,0.49,1.7,13,30
10,LEVU,0.62,2.52,20,30
10,LEVU,0.57,2.13,24,30
10,LEVU,0.58,2.08,18,30
10,LEVU,0.63,2.42,37,30
10,LEVU,0.73,0.29,19,30
10,LEVU,0.62,2.86,25,30
10,LEVU,0.59,1.88,21,30
10,LEVU,0.72,2.71,21,30
10,LEVU,0.7,2.86,37,30
10,LEVU,0.62,2.86,24,30
10,LEVU,0.64,2.61,25,30
10,LEVU,0.55,2.01,14,30
10,LEVU,0.53,2.04,15,30
10,ERAN,0.57,2.18,11,30
10,ERAN,0.5,1.26,6,30
10,ERAN,0.63,2.8,21,30
10,ERAN,0.75,5.22,30,30
10,ERAN,0.64,2.8,20,30
10,ERAN,0.56,1.6,10,30
10,ERAN,0.63,2.64,16,30
10,ERAN,0.59,2.22,16,30
10,ERAN,0.61,2.72,24,30
10,ERAN,0.78,3.6,23,30
10,ERAN,0.57,1.41,12,30
10,ERAN,0.56,2.96,14,30
10,ERAN,0.64,4.58,24,30
10,ERAN,0.54,1.48,5,30
10,ERAN,0.68,1.95,21,30
10,ERAN,0.59,1.79,10,30
10,ERAN,0.59,1.49,16,30
10,ERAN,0.55,1.19,6,30
10,ERAN,0.72,3.58,21,30
10,ERAN,0.89,4.06,27,30
10,SYER,0.51,1.5,5,30
10,SYER,0.55,3.62,50,30
10,SYER,0.39,1.89,25,30
10,SYER,0.49,1.64,50,30
10,SYER,0.39,1.96,25,30
10,SYER,0.33,1.65,25,30
10,SYER,0.4,1.55,25,30
10,SYER,0.34,1.44,25,30
10,SYER,0.59,2.52,50,30
10,SYER,0.47,2.46,50,30
10,SYER,0.32,1.77,25,30
10,SYER,0.4,1.44,25,30
10,SYER,0.63,3.74,75,30
10,SYER,0.44,1.62,25,30
10,SYER,0.46,2.12,25,30
10,SYER,0.6,3.11,50,30
10,SYER,0.55,4.29,75,30
10,SYER,0.4,3.35,25,30
10,SYER,0.46,3.58,50,30
10,SOSP,0.79,3.27,28,30
10,SOSP,1,8.08,56,30
10,SOSP,1.29,8.89,88,30
10,SOSP,1.1,7.82,56,30
10,SOSP,1,8.34,66,30
10,SOSP,0.86,6.43,48,30
10,SOSP,0.72,4.2,36,30
10,SOSP,0.81,7.67,62,30
10,SOSP,0.69,5.23,22,30
10,SOSP,0.85,6.66,56,30
10,SOSP,0.68,5.67,36,30
10,SOSP,0.38,2.32,16,30
10,SOSP,0.35,1.75,16,30
10,SOSP,0.89,5.59,56,30
10,SOSP,0.94,6.73,66,30
10,SOSP,0.55,3.4,28,30
10,SOSP,0.99,6.73,66,30
10,SOSP,1,9.02,78,30
10,SOSP,0.86,5.77,42,30
10,SYNO,0.51,3.32,40,30
10,SYNO,0.71,3.92,60,30
10,SYNO,0.67,4.05,40,30
10,SYNO,0.82,5.08,60,30
10,SYNO,0.58,4.17,20,30
10,SYNO,0.93,6.05,100,30
10,SYNO,0.86,4.52,80,30
10,SYNO,0.56,2.95,20,30
10,SYNO,1,7.15,120,30
10,SYNO,0.77,4.71,40,30
10,LIVUL,0.76,2.87,80,30
10,LIVUL,0.82,4.17,100,30
10,LIVUL,0.66,4.05,120,30
10,LIVUL,0.72,3.69,260,30
10,LIVUL,0.83,4.47,200,30
10,LIVUL,0.64,2.27,40,30
10,LIVUL,0.62,2.56,80,30
10,LIVUL,0.84,5.06,240,30
10,LIVUL,0.91,5.34,280,30
10,LIVUL,1.01,6.74,320,30
13,VIRO,0.72,3.54,20,35.4
13,VIRO,0.79,4.68,20,35.4
13,VIRO,0.93,4.96,22,35.4
13,VIRO,0.82,5.1,20,35.4
13,VIRO,0.77,4.25,20,35.4
13,VIRO,0.73,5.09,20,35.4
13,VIRO,0.7,4.41,20,35.4
13,VIRO,0.83,4.67,21,35.4
13,VIRO,0.66,4.5,16,35.4
13,VIRO,0.89,4.41,23,35.4
13,VIRO,0.8,4.59,20,35.4
13,VIRO,0.56,2.93,20,35.4
13,VIRO,0.61,3.91,17,35.4
13,VIRO,0.68,2.34,16,35.4
13,VIRO,0.78,4.19,22,35.4
13,VIRO,0.78,3.95,20,35.4
13,VIRO,0.82,5.06,20,35.4
13,VIRO,0.86,4.05,20,35.4
13,VIRO,1.14,5.82,23,35.4
13,VIRO,0.77,4.62,18,35.4
13,VIRO,1.07,3.55,20,35.4
13,CEVU,0.45,2.26,3,35.4
13,CEVU,0.5,2.02,7,35.4
13,CEVU,0.52,1.72,8,35.4
13,CEVU,0.54,2.47,10,35.4
13,CEVU,0.34,1.37,2,35.4
13,CEVU,0.36,1.26,3,35.4
13,CEVU,0.37,1.53,9,35.4
13,CEVU,0.36,1.15,3,35.4
13,CEVU,0.57,1.15,6,35.4
13,CEVU,0.53,1.48,5,35.4
13,CEVU,0.58,1.29,5,35.4
13,CEVU,0.47,0.64,7,35.4
13,CEVU,0.36,0.71,14,35.4
13,CEVU,0.4,0.92,18,35.4
13,CEVU,0.55,0.98,18,35.4
13,CEVU,0.41,0.78,18,35.4
13,CEVU,0.5,1.01,20,35.4
13,CEVU,0.55,1.17,12,35.4
13,CEVU,0.6,1.63,22,35.4
13,LAOD,0.63,2.31,2,35.4
13,LAOD,0.79,3.19,4,35.4
13,LAOD,0.62,2.01,4,35.4
13,LAOD,0.85,3.87,6,35.4
13,LAOD,0.92,2.56,7,35.4
13,LAOD,0.71,2.43,3,35.4
13,LAOD,0.73,2.57,4,35.4
13,LAOD,0.81,4.13,3,35.4
13,LAOD,0.89,2.14,5,35.4
13,LAOD,0.99,2.26,6,35.4
13,LAOD,0.77,2.58,4,35.4
13,LAOD,0.99,3.31,5,35.4
13,LAOD,0.82,2.55,9,35.4
13,LAOD,0.81,2.77,4,35.4
13,LAOD,0.68,2.2,2,35.4
13,LAOD,1.01,2.87,2,35.4
13,LAOD,0.77,2.12,2,35.4
13,LAOD,0.84,1.65,1,35.4
13,LAOD,1.01,1.51,1,35.4
13,LAOD,1.07,2.44,4,35.4
13,ASSY,0.66,9.69,14,35.4
13,ASSY,0.72,9.8,16,35.4
13,ASSY,0.66,8.49,15,35.4
13,ASSY,0.65,9.32,20,35.4
13,ASSY,0.9,10.72,20,35.4
13,ASSY,0.79,11.33,20,35.4
13,ASSY,0.77,11,23,35.4
13,ASSY,1.07,15.95,28,35.4
13,ASSY,0.54,7.28,18,35.4
13,ASSY,0.97,11.77,15,35.4
14,CIAR,0.62,2.4,20,22.6
14,CIAR,0.88,0.75,36,22.6
14,CIAR,0.95,7.48,29,22.6
14,CIAR,0.57,5.51,25,22.6
14,CIAR,0.77,7.11,24,22.6
14,CIAR,0.72,7.49,32,22.6
14,CIAR,0.53,2.98,25,22.6
14,CIAR,0.56,4.55,22,22.6
14,CIAR,0.7,6.33,33,22.6
14,CIAR,0.68,5.2,23,22.6
14,CIAR,0.85,7.53,31,22.6
14,CIAR,1.09,9.46,46,22.6
14,CIAR,0.83,7.72,30,22.6
14,CIAR,0.97,7.2,44,22.6
14,CIAR,0.91,4.9,20,22.6
14,CIAR,0.91,9.29,32,22.6
14,CIAR,1.28,7.42,41,22.6
14,CIAR,0.94,6.42,28,22.6
14,CIAR,0.97,5.65,33,22.6
14,CIAR,0.8,5.62,44,22.6
14,PASA,1,19,8,22.6
14,PASA,0.71,10.44,6,22.6
14,PASA,0.57,9.24,4,22.6
14,PASA,0.72,9.07,6,22.6
14,PASA,0.54,14.37,4,22.6
14,PASA,0.89,15.29,8,22.6
14,PASA,0.82,20.81,12,22.6
14,PASA,0.88,8.25,6,22.6
14,PASA,0.82,8.62,22,22.6
14,PASA,0.9,9.74,6,22.6
14,PASA,1.17,15.66,12,22.6
14,PASA,1.08,13.45,8,22.6
14,PASA,1.06,18.61,6,22.6
14,PASA,0.67,10.4,8,22.6
14,PASA,0.87,13.33,10,22.6
14,PASA,0.88,19.7,12,22.6
14,PASA,0.98,15,14,22.6
14,VIRO,0.51,2.96,14,22.6
14,VIRO,0.52,4.08,14,22.6
14,VIRO,0.63,4,16,22.6
14,VIRO,0.58,4.2,14,22.6
14,VIRO,0.65,4.36,19,22.6
14,VIRO,0.79,4.47,20,22.6
14,VIRO,0.82,4.83,24,22.6
14,VIRO,0.77,5.12,22,22.6
14,VIRO,0.87,5.54,22,22.6
14,VIRO,0.79,4.9,20,22.6
14,VIRO,0.8,3.96,18,22.6
14,VIRO,0.97,3.91,24,22.6
14,VIRO,0.77,3.57,16,22.6
14,VIRO,0.65,2.92,20,22.6
14,VIRO,0.5,3.78,22,22.6
14,VIRO,0.75,5.63,20,22.6
14,VIRO,0.62,3.69,18,22.6
14,VIRO,0.98,6.47,22,22.6
14,VIRO,0.86,4.73,20,22.6
14,VIRO,0.86,5.7,22,22.6
14,LOCO,0.35,2.02,88,22.6
14,LOCO,0.38,2.09,68,22.6
14,LOCO,0.27,1.2,36,22.6
14,LOCO,0.45,1.96,121,22.6
14,LOCO,0.48,2.01,169,22.6
14,LOCO,0.38,1.86,94,22.6
14,LOCO,0.31,1.41,66,22.6
14,LOCO,0.31,1.75,114,22.6
14,LOCO,0.38,1.14,133,22.6
14,LOCO,0.24,1.49,73,22.6
14,SOSP,0.62,6.18,40,22.6
14,SOSP,0.9,8.81,54,22.6
14,SOSP,0.59,6.03,30,22.6
14,SOSP,1,11.36,66,22.6
14,SOSP,0.84,8.73,32,22.6
14,SOSP,0.88,10.69,48,22.6
14,SOSP,0.84,7.15,36,22.6
14,SOSP,0.44,4.14,22,22.6
14,SOSP,0.77,7.06,28,22.6
14,SOSP,0.62,7.27,26,22.6
14,SOSP,0.86,6.62,48,22.6
14,SOSP,0.6,3.8,28,22.6
14,SOSP,1,9.86,90,22.6
14,SOSP,1.02,8.25,60,22.6
14,SOSP,0.95,7.59,54,22.6
14,SOSP,0.86,6.22,50,22.6
14,SOSP,0.98,4.72,30,22.6
14,SOSP,0.64,5.91,30,22.6
14,SOSP,1.05,8.81,80,22.6
14,SOSP,1.22,12.65,100,22.6
14,LIVUL,0.37,0.54,48,22.6
14,LIVUL,0.31,0.71,66,22.6
14,LIVUL,0.31,0.77,62,22.6
14,LIVUL,0.4,1.27,72,22.6
14,LIVUL,0.28,0.49,44,22.6
14,LIVUL,0.38,0.59,50,22.6
14,LIVUL,0.35,0.95,64,22.6
14,LIVUL,0.31,0.89,18,22.6
14,LIVUL,0.36,1.03,70,22.6
14,LIVUL,0.44,1.47,88,22.6
14,SYER,0.44,2.25,75,22.6
14,SYER,0.58,3.78,125,22.6
14,SYER,0.39,2.34,50,22.6
14,SYER,0.39,3.48,75,22.6
14,SYER,0.27,2.38,25,22.6
14,SYER,0.45,2.89,25,22.6
14,SYER,0.42,2.55,50,22.6
14,SYER,0.37,2.18,25,22.6
14,SYER,0.36,2.75,50,22.6
14,SYER,0.4,2.42,75,22.6
15,VIRO,0.7,3.09,18,51
15,VIRO,0.75,3.36,16,51
15,VIRO,0.61,3.01,18,51
15,VIRO,0.87,4.03,20,51
15,VIRO,0.9,3.74,20,51
15,VIRO,0.74,3.34,20,51
15,VIRO,0.83,4.29,20,51
15,VIRO,0.58,3.37,16,51
15,VIRO,0.61,3,16,51
15,VIRO,0.57,3.29,16,51
15,VIRO,0.76,4.01,20,51
15,VIRO,0.77,3.72,20,51
15,VIRO,0.77,3.62,20,51
15,VIRO,1.18,3.12,22,51
15,VIRO,1.07,4.85,22,51
15,VIRO,1,4.96,22,51
15,VIRO,0.89,4.17,18,51
15,VIRO,0.5,2.81,16,51
15,VIRO,0.88,3.94,18,51
15,VIRO,0.93,4.27,22,51
15,SEVA,0.56,3.51,11,51
15,SEVA,0.57,4.87,11,51
15,SEVA,0.67,3.69,15,51
15,SEVA,0.74,3.03,9,51
15,SEVA,0.61,4.67,5,51
15,SEVA,0.56,3.53,9,51
15,SEVA,0.74,2.54,12,51
15,SEVA,0.74,4.38,19,51
15,SEVA,1.11,5.2,23,51
15,SEVA,0.91,5.09,15,51
15,SEVA,0.58,1.03,13,51
15,SEVA,0.47,1.53,55,51
15,SEVA,0.57,1.92,30,51
15,SEVA,0.87,1.97,35,51
15,SEVA,0.84,1.11,54,51
15,SEVA,0.74,2.54,30,51
15,SEVA,0.8,1.52,41,51
15,SEVA,0.89,2.23,32,51
15,SEVA,0.93,1.41,36,51
15,SEVA,0.65,1.48,34,51
15,ERAN,0.68,2.55,15,51
15,ERAN,0.79,3.63,22,51
15,ERAN,0.81,3.76,25,51
15,ERAN,0.89,3.29,27,51
15,ERAN,0.87,3.73,21,51
15,ERAN,0.8,2.95,24,51
15,ERAN,0.71,3.41,21,51
15,ERAN,0.46,1.67,12,51
15,ERAN,0.69,2.75,37,51
15,ERAN,0.51,3.66,20,51
15,ERAN,0.54,2.59,17,51
15,ERAN,0.69,3.52,23,51
15,ERAN,0.68,3.04,12,51
15,ERAN,0.74,2.71,20,51
15,ERAN,0.77,3,19,51
15,ERAN,0.81,4.36,41,51
15,ERAN,0.62,4.06,29,51
15,ERAN,0.72,2.46,23,51
15,ERAN,0.5,2,15,51
15,ERAN,0.84,3.82,16,51
15,ACMI,0.52,3.07,23,51
15,ACMI,0.66,3.96,30,51
15,ACMI,0.84,6.09,58,51
15,ACMI,0.78,3.59,26,51
15,ACMI,0.58,3.76,20,51
15,ACMI,0.5,3.45,22,51
15,ACMI,0.54,2.97,13,51
15,ACMI,0.8,4.43,21,51
15,ACMI,0.65,3.32,19,51
15,ACMI,0.81,3.71,20,51
15,DACA,0.72,5.1,11,51
15,DACA,0.45,3.25,6,51
15,DACA,0.5,2.4,16,51
15,DACA,0.39,5.15,26,51
15,DACA,0.53,4.24,14,51
15,DACA,0.53,4.45,12,51
15,DACA,0.57,4.35,23,51
15,DACA,0.54,4.8,25,51
15,DACA,0.62,4.01,18,51
15,DACA,0.67,3.03,15,51
15,DACA,0.49,5.44,19,51
15,DACA,0.45,3.71,8,51
15,DACA,0.42,3.17,9,51
15,DACA,0.62,4.29,18,51
15,DACA,0.56,2.91,5,51
15,DACA,0.51,3.62,7,51
15,DACA,0.31,1.82,3,51
15,DACA,0.54,2.83,8,51
15,DACA,0.41,1.94,6,51
15,DACA,0.63,3.15,31,51
15,DICA,0.4,1.23,12,51
15,DICA,0.47,1.41,12,51
15,DICA,0.45,1.56,14,51
15,DICA,0.51,1.9,14,51
15,DICA,0.42,2.55,16,51
15,DICA,0.34,2.01,8,51
15,DICA,0.31,2.25,8,51
15,DICA,0.32,0.39,14,51
15,DICA,0.44,2.26,12,51
15,DICA,0.32,1.61,12,51
15,SOSP,0.7,3.27,30,51
15,SOSP,0.87,4.89,60,51
15,SOSP,0.75,8.19,120,51
15,SOSP,0.95,5.99,30,51
15,SOSP,0.88,7.2,40,51
15,SOSP,0.9,4.96,40,51
15,SOSP,1.2,7.05,60,51
15,SOSP,1.1,8.27,40,51
15,SOSP,1.4,8.07,100,51
15,SOSP,0.96,5.3,50,51
15,SOSP,1,7.78,80,51
15,SOSP,1,6.03,60,51
15,SOSP,0.83,5.49,40,51
15,SOSP,0.88,5.53,50,51
15,SOSP,1,7.42,60,51
15,SOSP,0.88,5.18,40,51
15,SOSP,0.79,5.89,60,51
15,SOSP,0.99,6.55,120,51
15,SOSP,0.92,4.71,60,51
15,SOSP,0.62,4.54,40,51
